session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type
ctn_aware	29	1009248	mai a khems yokt u m ŋs u m kha	maakhemyoktumsumkha	NEG 2S/A hear NEG 3P 1/2nsA PRF 3P 1/2nsA NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1199 654 1370 2460 2459 1683 6702 2459 1683 1335	ctn_aware.135	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"
ganesh_talk	29	1087998	u mai khipt th a ŋs e	umaikhiptaŋse	3nsS/A NEG study NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 211 2458 1202 6702 1234	Ganesh_talk.0018	adult	Description	9417	u.mai	ag.neg	"ag,neg"
ganesh_talk	29	1088610	u mai ŋed yokt a ŋs e	umaineyoktaŋsẽʔ	3nsS/A NEG study NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 334 2460 1202 6702 1234	Ganesh_talk.0122	adult	Description	9417	u.mai	ag.neg	"ag,neg"
ganesh_talk	29	1089437	u kha thapt e	ukhathapte	3nsS/A 1nsP bring.across IND.PST	prefix prefix stem suffix	1201 655 2260 1234	Ganesh_talk.0253	adult	Description	9417	u.kha	ag.pat	"ag,pat"
clldch1r11s01	30	331271	u mai latt th a ŋs a ŋ e	umalatthaŋsehẽʔ	3nsS/A NEG be.enough.for NEG PST PRF PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 227 2458 1202 6702 1202 2875 1234	CLLDCh1R11S01.004	CLLD	Conversation	NA	u.mai	ag.neg	"ag,neg"
clldch4r06s03	31	873462	mai u khat th a ŋs e	maiukhattaŋse	NEG 3nsS/A go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1363 2458 1202 6702 1234	CLLDCh4R06S03.0772	CLLD	Conversation	14577	mai.u	neg.ag	"ag,neg"
clldch4r06s03	31	873459	mai u khat th a ŋs e	maiukhataŋse	NEG 3nsS/A go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1363 2458 1202 6702 1234	CLLDCh4R06S03.0771	CLLD	Conversation	14577	mai.u	neg.ag	"ag,neg"
clldch4r06s03	31	872707	mai u ta th e	maiutate	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2458 1234	CLLDCh4R06S03.0487	CLLD	Conversation	14577	mai.u	neg.ag	"ag,neg"
clldch4r03s03	31	806942	mai u yug th e	maĩuyuŋte	NEG 3nsS/A stay NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2478 2458 1234	CLLDCh4R03S03.1227	CLLD	Conversation	14486	mai.u	neg.ag	"ag,neg"
clldch4r04s06	31	838292	mai u ca u th u k e	maiucotoke	NEG 3nsS/A eat 3P NEG 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 771 2459 2458 2459 ROS38 1234	CLLDCh4R04S06.1548	CLLD	Conversation	14515	mai.u	neg.ag	"ag,neg"
clldch4r04s06	31	835936	na mai latt yokt e	namalaiʔyokte	3>2 NEG be.enough.for NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 227 2460 1234	CLLDCh4R04S06.0678	CLLD	Conversation	14515	na.mai	pat.neg	"neg,pat"
clldch4r05s02	31	845200	na mai toŋs yokt e	namatoŋyokte	3>2 NEG respond NEG IND.PST	prefix prefix stem suffix suffix	1200 1199 2340 2460 1234	CLLDCh4R05S02.0308	CLLD	Conversation	14544	na.mai	pat.neg	"neg,pat"
clldch4r12s08	31	973459	u mai hid yokt e	umaihiokte	3nsS/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 127 2460 1234	CLLDCh4R12S08.0706	CLLD	Conversation	14788	u.mai	ag.neg	"ag,neg"
clldch4r05s02	31	845474	u mai patt th e	umaipathe	3nsS/A NEG call NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1842 2458 1234	CLLDCh4R05S02.0390	CLLD	Conversation	14544	u.mai	ag.neg	"ag,neg"
clldch4r02s02a	31	780571	u mai pid yokt u ce e	umapioktuce	3nsS/A NEG give NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2460 2459 1204 1234	CLLDCh4R02S02a.359	CLLD	Conversation	14458	u.mai	ag.neg	"ag,neg"
clldch4r04s02	31	818798	u mai ca yokt a ce e	umacayoktace	3nsS/A NEG eat NEG PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 771 2460 1202 1204 1234	CLLDCh4R04S02.1287	CLLD	Conversation	14511	u.mai	ag.neg	"ag,neg"
clldch4r04s02	31	819694	u mai ca yokt u kV	umacayoktogo	3nsS/A NEG eat NEG 3P IND.NPST	prefix prefix stem suffix suffix suffix	1201 1199 771 2460 2459 1682	CLLDCh4R04S02.1560	CLLD	Conversation	14511	u.mai	ag.neg	"ag,neg"
clldch4r06s01	31	866553	u mai chitt yokt e	umachiʔyokte	3nsS/A NEG meet NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 79 2460 1234	CLLDCh4R06S01.0891	CLLD	Conversation	14575	u.mai	ag.neg	"ag,neg"
clldch4r11s11	31	956857	u mai chid th a ŋs a ce e kha	umaichitaŋsacekha	3nsS/A NEG wash NEG PST PRF PST d IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1201 1199 857 2458 1202 6702 1202 1203 1234 1335	CLLDCh4R11S11.065	CLLD	Conversation	14731	u.mai	ag.neg	"ag,neg"
clldch4r07s05	31	897457	a mai hid yokt e	amahiyokte	2S/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	654 1199 127 2460 1234	CLLDCh4R07S05.1493	CLLD	Conversation	14600	a.mai	ag.neg	"ag,neg"
clldch4r07s05	31	897460	a mai hid yokt e	amahiyokte	2S/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	654 1199 127 2460 1234	CLLDCh4R07S05.1495	CLLD	Conversation	14600	a.mai	ag.neg	"ag,neg"
clldch4r04s02	31	821393	a mai tept yokt e	amatepyokte	2S/A NEG wash NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2241 2460 1234	CLLDCh4R04S02.467	CLLD	Conversation	14511	a.mai	ag.neg	"ag,neg"
clldch4r07s05	31	897031	a mai pid t u m ce m e	amapithumcume	2S/A NEG give NEG 3P 1/2nsA 3nsP 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 363 2458 2459 1683 1204 1683 1234	CLLDCh4R07S05.1326	CLLD	Conversation	14600	a.mai	ag.neg	"ag,neg"
clldch4r02s02b	31	784710	a mai pid yokt e	amapiokte	2S/A NEG give NEG IND.PST	prefix prefix stem suffix suffix	654 1199 363 2460 1234	CLLDCh4R02S02b.0780	CLLD	Conversation	14458	a.mai	ag.neg	"ag,neg"
clldch4r06s01	31	869268	a mai pid yokt e	amapiyokte	2S/A NEG give NEG IND.PST	prefix prefix stem suffix suffix	654 1199 363 2460 1234	CLLDCh4R06S01.1858	CLLD	Conversation	14575	a.mai	ag.neg	"ag,neg"
clldch4r05s01	31	842754	a mai ta cekt yokt e	amataceʔyoʔte	2S/A NEG FOC speak NEG IND.PST	prefix prefix stem stem suffix suffix	654 1199 496 45 2460 1234	CLLDCh4R05S01.1719	CLLD	Conversation	14542	a.mai	ag.neg	"ag,neg"
clldch4r01s04	31	770538	a mai ca u yokt e	amaicoyokte	2S/A NEG eat 3P NEG IND.PST	prefix prefix stem suffix suffix suffix	654 1199 771 2459 2460 1234	CLLDCh4R01S04.1710	CLLD	Conversation	14425	a.mai	ag.neg	"ag,neg"
clldch4r03s01	31	797392	a mai ca u yokt e	amacoyokte	2S/A NEG eat 3P NEG IND.PST	prefix prefix stem suffix suffix suffix	654 1199 771 2459 2460 1234	CLLDCh4R03S01.1504	CLLD	Conversation	14484	a.mai	ag.neg	"ag,neg"
clldch4r10s04	31	935293	kha a toŋs no ʔ	khaatoŋnoʔ	1nsP 2S/A respond IND.NPST EMPH	prefix prefix stem suffix suffix	655 654 2340 2330 6766	CLLDCh4R10S04.213	CLLD	Conversation	14697	kha.a	pat.ag	"ag,pat"
clldch2r09s02	32	490910	na mai chokt yokt i ŋs i hẽ	namachokyoktiŋsihẽ	3>2 NEG give NEG 1/2pS/P PRF 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	1200 1199 874 2460 1678 6702 1678 1234	CLLDCh2R09S02.155	CLLD	Conversation	20075	na.mai	pat.neg	"neg,pat"
clldch2r08s01	32	474460	u mai ta yokt e	umaitayokte	3nsS/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2192 2460 1234	CLLDCh2R08S01.0680	CLLD	Conversation	20045	u.mai	ag.neg	"ag,neg"
tangk_talk	33	1252501	u ma lap th a ŋ e	umalapthehẽ	3sA 1nseP catch NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 656 1506 2458 1202 2875 1234	tangk_talk.342	adult	Conversation	10585	u.mai	ag.neg	"ag,neg"
nangsuba_a2	34	1163348	u mai hid yokt e	umahiyokte	3nsS/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 JP020 2460 1234	nangsuba_A2.280	adult	Description	NA	u.mai	ag.neg	"ag,neg"
nangsuba_a2	34	1163349	u mai hid yokt e	umahiyokte	3nsS/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 JP020 2460 1234	nangsuba_A2.281	adult	Description	NA	u.mai	ag.neg	"ag,neg"
clldch2r02s03	35	387825	mai u khat yokt a ŋs a ce kha	maukhaiʔyoktaŋsacekha	NEG 3nsS/A go NEG PST PRF PST d NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1363 2460 1202 6702 1202 1203 1335	CLLDCh2R02S03.254	CLLD	Conversation	23604	mai.u	neg.ag	"ag,neg"
clldch2r04s04	35	422468	mai u lap th a ŋs a ce e	maiulaptaŋsace	NEG 3nsS/A catch NEG PST PRF PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1506 2458 1202 6702 1202 1204 1234	CLLDCh2R04S04.271	CLLD	Conversation	23663	mai.u	neg.ag	"ag,neg"
clldch2r03s04	35	409114	mai u ta yokt e	maiutayokte	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2460 1234	CLLDCh2R03S04.0240	CLLD	Conversation	23634	mai.u	neg.ag	"ag,neg"
clldch2r07s04	35	469298	mai a thapt yokt e	maathapyokte	NEG 2S/A bring.across NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2260 2460 1234	CLLDCh2R07S04.0524	CLLD	Conversation	23750	mai.a	neg.ag	"ag,neg"
clldch3r07s04	35	661433	a mai tat yokt i e	amataiyoktihe	2S/A NEG bring NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	654 1199 2207 2460 1678 1234	CLLDCh3R07S04.0829	CLLD	Conversation	23751	a.mai	ag.neg	"ag,neg"
clldch2r04s01	35	417380	a mai yukt u yakt u ce e ʔ	amayukoktuceʔ	2S/A NEG keep.for 3P IPFV 3P 3nsP IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 2472 2459 6674 2459 1204 1234 6766	CLLDCh2R04S01.0688	CLLD	Conversation	23660	a.mai	ag.neg	"ag,neg"
clldch3r09s03	35	680913	a ma phad no ta	amaphanota	2S/A 1nseP help IND.NPST IPFV	prefix prefix stem suffix suffix	654 656 1869 2330 497	CLLDCh3R09S03.567	CLLD	Conversation	23813	a.ma	ag.pat	"ag,pat"
clldch1r02s03b	36	205731	u mai par yokt a ŋs e	umaipaoktaŋse	3nsS/A NEG increase NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 350 2460 1202 6702 1234	CLLDCh1R02S03b.654	CLLD	Conversation	7486	u.mai	ag.neg	"ag,neg"
clldch1r02s04b	36	212297	a mai lud t u ce kha	amailuthucekha	2S/A NEG tell NEG 3P 3nsP NMLZ	prefix prefix stem suffix suffix suffix suffix	654 1199 1575 2458 2459 1204 1335	CLLDCh1R02S04b.1549	CLLD	Conversation	7487	a.mai	ag.neg	"ag,neg"
clldch4r13s02	37	979210	mai a hid th e	maiahite	NEG 2S/A be.finished NEG IND.PST	prefix prefix stem suffix suffix	1199 654 126 2458 1234	CLLDCh4R13S02.837	CLLD	Conversation	4572	mai.a	neg.ag	"ag,neg"
clldch4r01s03	37	763211	mai a khatt yokt u ŋs e	maiakhaiʔyoktoŋse	NEG 2S/A take NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1364 2460 2459 6702 1234	CLLDCh4R01S03.0657	CLLD	Conversation	4139	mai.a	neg.ag	"ag,neg"
clldch4r12s04	37	964710	mai a tok th u ŋs e	maiatoktoŋse	NEG 2S/A get.the.chance.to NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 524 2458 2459 6702 1234	CLLDCh4R12S04.776	CLLD	Conversation	4501	mai.a	neg.ag	"ag,neg"
clldch4r04s02	37	819950	na mai khutt i e	namaikhuttihe	3>2 NEG bring 1/2pS/P IND.PST	prefix prefix stem suffix suffix	1200 1199 219 1678 1234	CLLDCh4R04S02.1628	CLLD	Conversation	4226	na.mai	pat.neg	"neg,pat"
clldch4r10s04	38	935377	a mai ims th e	amaiimte	2S/A NEG sleep NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1244 2458 1234	CLLDCh4R10S04.243	CLLD	Conversation	1886	a.mai	ag.neg	"ag,neg"
clldch3r14s01	39	746673	mai u catt th a ŋs a ŋ e	maiucattaŋsehẽʔ	NEG 3sA hit NEG PST PRF PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 799 2458 1202 6702 1202 2875 1234	CLLDCh3R14S01.0601	CLLD	Conversation	2410	mai.u	neg.ag	"ag,neg"
them_talk	40	1264700	mai na pid e	mainapite	NEG 3>2 give IND.PST	prefix prefix stem suffix	1199 1200 363 1234	them_talk.0021	adult	Conversation	8907	mai.na	neg.pat	"neg,pat"
ctn_fut_pln	40	1017577	mai na pid th e	manaipithe	NEG 3>2 give NEG IND.PST	prefix prefix stem suffix suffix	1199 1200 363 2458 1234	CTN_Fut_Pln.413	adult	Conversation	NA	mai.na	neg.pat	"neg,pat"
kamce_talk	40	1127316	mai u khag t a ŋ i hẽ	maukhaŋtaŋnɨhẽ	NEG 3nsS/A see NEG PST 1sS/P 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 1366 2458 1202 2875 1678 1234	kamce_talk.0062	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"
ctn_fut_pln	40	1017390	mai u kos th a ŋs e	maukothaŋse	NEG 3nsS/A roam NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1455 2458 1202 6702 1234	CTN_Fut_Pln.368	adult	Conversation	NA	mai.u	neg.ag	"ag,neg"
rm_jk_talk01	40	1225001	mai u ta t e	mautate	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2458 1234	RM_JK_talk01.156	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"
kamce_talk	40	1127349	mai u latt e hẽ	maiulattehẽ	NEG 3sA be.enough.for IND.PST ePST	prefix prefix stem suffix suffix	1199 1201 227 1234 1234	kamce_talk.0066	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"
kamce_talk	40	1127206	mai u latt e hẽ	maiulattehẽ	NEG 3nsS/A be.enough.for IND.PST ePST	prefix prefix stem suffix suffix	1199 1201 227 1234 1234	kamce_talk.0036	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"
dkt_ktm_trip	40	1063172	mai u chitt th e	maĩuchitte	NEG 3nsS/A find NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 79 2458 1234	dkt-ktm-trip.0262	adult	Conversation	NA	mai.u	neg.ag	"ag,neg"
them_talk	40	1264816	mai ta a khems th e	maitaakhemte	NEG FOC 2S/A listen NEG IND.PST	prefix stem prefix stem suffix suffix	1199 496 654 1370 2458 1234	them_talk.0053	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
kamce_talk	40	1127149	mai a hid t i ŋs i hẽ	maiahitiŋsihẽ	NEG 2S/A finish.to NEG 1/2pS/P PRF 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 127 2458 1678 6702 1678 1234	kamce_talk.0023	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
kamce_talk	40	1127135	mai a hid u ŋs u ce e kha	maahiduŋsucekha	NEG 2S/A finish.to 3P PRF 3P 3nsP IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 654 127 2459 6702 2459 1204 1234 1335	kamce_talk.0020	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
them_talk	40	1264840	mai a khat t a kha	maiakhatthakha	NEG 2S/A go NEG PST NMLZ	prefix prefix stem suffix suffix suffix	1199 654 1363 2458 1202 1335	them_talk.0059	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
them_talk	40	1264969	mai a khatt t i hẽ	maiakhattihẽ	NEG 2S/A take NEG 1/2pS/P PST	prefix prefix stem suffix suffix suffix	1199 654 1364 2458 1678 1234	them_talk.0091	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
them_talk	40	1264626	mai a thap t e	maathapte	NEG 2S/A come.over NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2258 2458 1234	them_talk.0001	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
them_talk	40	1264628	mai a thap t e	maathapte	NEG 2S/A come.over NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2258 2458 1234	them_talk.0002	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
rm_jk_talk01	40	1225004	mai a nis t ce e	maiaŋituce	NEG 2S/A know NEG 3nsP IND.PST	prefix prefix stem suffix suffix suffix	1199 654 335 2458 1204 1234	RM_JK_talk01.156	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"
ctn_fut_pln	40	1017387	u mai numd th e	umanumthe	3nsS/A NEG do NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1781 2458 1234	CTN_Fut_Pln.368	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"
ctn_fut_pln	40	1016401	u mai pid th a ŋs a ŋ ni ŋ e	umapitaŋsaŋnɨhẽʔ	3nsS/A NEG give NEG PST PRF PST 1sS/P 2/3p 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix suffix	1201 1199 363 2458 1202 6702 1202 2875 2329 2875 1234	CTN_Fut_Pln.174	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"
dkt_ktm_trip	40	1062391	a mai khat th e	amaikhatte	2S/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1363 2458 1234	dkt-ktm-trip.0045	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"
them_talk	40	1264724	a mai ta ŋakt u ce e	amaitaŋaktuce	2S/A NEG FOC ask.for 3P 3nsP IND.PST	prefix prefix stem stem suffix suffix suffix	654 1199 496 2482 2459 1204 1234	them_talk.0028	adult	Conversation	8907	a.mai	ag.neg	"ag,neg"
kamce_talk	40	1127290	kha mai u khems t e	khamaiukhemte	1nsP NEG 3nsS/A listen NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1199 1201 1370 2458 1234	kamce_talk.0057	adult	Conversation	8907	kha.mai	pat.neg	"neg,pat"
them_talk	40	1264692	kha a mai patt t i hẽ	khaamaipattihẽ	1nsP 2S/A NEG call NEG 1/2pS/P PST	prefix prefix prefix stem suffix suffix suffix	655 654 1199 1842 2458 1678 1234	them_talk.0018	adult	Conversation	8907	kha.a	pat.ag	"ag,pat"
ctn_fut_pln	40	1016103	kha a cand no kha	khaacannoʔkha	1nseP 2S/A feed IND.NPST NMLZ	prefix prefix stem suffix suffix	655 654 788 2330 1335	CTN_Fut_Pln.118	adult	Conversation	NA	kha.a	pat.ag	"ag,pat"
kamce_talk	40	1127290	kha mai u khems t e	khamaiukhemte	1nsP NEG 3nsS/A listen NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1199 1201 1370 2458 1234	kamce_talk.0057	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"
them_talk	40	1264692	kha a mai patt t i hẽ	khaamaipattihẽ	1nsP 2S/A NEG call NEG 1/2pS/P PST	prefix prefix prefix stem suffix suffix suffix	655 654 1199 1842 2458 1678 1234	them_talk.0018	adult	Conversation	8907	a.mai	ag.neg	"ag,neg"
clldch3r03s02b	41	600296	mai a pat th u ŋs e	maapattoŋseʔ	NEG 2S/A pierce NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1838 2458 2459 6702 1234	CLLDCh3R03S02b.0767	CLLD	Conversation	NA	mai.a	neg.ag	"ag,neg"
clldch4r05s01	42	839955	kha a pid no	khaapinoʔ	1nsP 2S/A give IND.NPST	prefix prefix stem suffix	655 654 363 2330	CLLDCh4R05S01.0601	CLLD	Conversation	22474	kha.a	pat.ag	"ag,pat"
tangkera_04	43	1258149	a mai ŋis u kV m e	amaĩnitukumme	2S/A NEG know 3P IND.NPST 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 335 2459 1682 1683 1234	tangkera_04.263	adult	Conversation	18614	a.mai	ag.neg	"ag,neg"
clldch1r03s03	44	224458	mai u kat th a ŋs a ce	maiukattaŋsace	NEG 3nsS/A come.up NEG IMP PRF IMP d	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 156 2458 1236 6702 1236 1203	CLLDCh1R03S03.1004	CLLD	Conversation	4893	mai.u	neg.ag	"ag,neg"
clldch4r11s06	44	952230	ma a hid e	maahite	NEG 2S/A be.finished IND.PST	prefix prefix stem suffix	1199 654 126 1234	CLLDCh4R11S06.600	CLLD	Conversation	5137	mai.a	neg.ag	"ag,neg"
cldlch3r04s02	45	139528	mai ta yaŋ u mai ta th a ŋs e	matayaŋumatataŋse	NEG FOC ADD 3nsS/A NEG come NEG PST PRF IND.PST	prefix stem stem prefix prefix stem suffix suffix suffix suffix	1199 496 2450 1201 1199 2192 2458 1202 6702 1234	CLDLCh3R04S02.241	CLDL	Conversation	3708	mai.u	neg.ag	"ag,neg"
clldch2r05s02	46	429501	u mai pid th u ce e	umapituce	3nsS/A NEG give NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2458 2459 1204 1234	CLLDCh2R05S02.1356	CLLD	Conversation	3558	u.mai	ag.neg	"ag,neg"
kazi_trip_talk	47	1128894	a mai khat th a ŋs e	amakhattaŋse	2S/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 6702 1234	kazi_trip_talk.380	adult	Conversation	12775	a.mai	ag.neg	"ag,neg"
kazi_trip_talk	47	1128942	a mai khat th a ŋs e	amaikhattaŋse	2S/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 6702 1234	kazi_trip_talk.390	adult	Conversation	12775	a.mai	ag.neg	"ag,neg"
tangk_talk	47	1252492	a mai lis e	amalite	2S/A NEG happen IND.PST	prefix prefix stem suffix	654 1199 1558 1234	tangk_talk.338	adult	Conversation	12775	a.mai	ag.neg	"ag,neg"
phidang_talk	48	1208160	mai a paŋs a yakt e	maapaŋsakte	1nsiP 2S/A send PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	1198 654 1846 1202 6674 1234	phidang_talk.352	adult	Conversation	29073	mai1P.a	pat.ag	"ag,pat"
phidang_talk	48	1208472	mai u ta yokt a ŋs e	maiutayoktaŋse	NEG 3nsS/A come NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2192 2460 1202 6702 1234	phidang_talk.442	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"
phidang_talk	48	1207394	mai u lett yokt a yakt e	maiuleiʔyaktakte	NEG 3nsS/A plant NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 242 2460 1202 6674 1234	phidang_talk.123	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"
khim_ring	48	1131736	mai u ci yokt a i hẽ	maiuciyoktaŋnɨhẽ	NEG 3nsS/A eat NEG PST 1/2pS/P ePST	prefix prefix stem suffix suffix suffix suffix	1199 1201 771 2460 1202 1678 1234	khim_ring.036	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"
phidang_talk	48	1208437	mai ta u yug yokt a yakt e	maitauyuŋyoktakte	NEG FOC 3nsS/A be NEG PST IPFV IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 1201 2478 2460 1202 6674 1234	phidang_talk.436	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"
phidang_talk	48	1208302	u mai khag yokt u hẽ	umaikhaŋyoktuhẽ	3nsS/A NEG see NEG 3P ePST	prefix prefix stem suffix suffix suffix	1201 1199 1366 2460 2459 1234	phidang_talk.400	adult	Conversation	29073	u.mai	ag.neg	"ag,neg"
warisama_talk	48	1271605	kha u lud e	khaulude	1nseP 3nsS/A say.to IND.PST	prefix prefix stem suffix	655 1201 1575 1234	warisama_talk.127	adult	Conversation	29073	kha.u	pat.ag	"ag,pat"
phidang_talk	48	1208204	ma a lud e	maalude	1nseP 2S/A tell IND.PST	prefix prefix stem suffix	656 654 1575 1234	phidang_talk.365	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"
phidang_talk	48	1208141	ma a paŋs a yakt e	maapaŋsakte	1nseP 2S/A send PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	656 654 1846 1202 6674 1234	phidang_talk.345	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"
phidang_talk	48	1208400	ma a choŋs a yakt e	maachoŋsakte	1nseP 2S/A bring PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	656 654 890 1202 6674 1234	phidang_talk.426	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"
phidang_talk	48	1208394	ma a choŋs a yakt e	maachoŋsakte	1nseP 2S/A push PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	656 654 891 1202 6674 1234	phidang_talk.425	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"
kothari_talk	49	1136065	u mai pid a yokt a ŋs a i hẽ	umapitayoktaŋsaŋnɨhẽ	3nsS/A NEG give PST NEG PST PRF PST 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1201 1199 363 1202 2460 1202 6702 1202 1678 1234	kothari_talk.012	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"
clldch4r12s03	50	962047	mai a thɨŋs th e	maiathɨŋte	NEG 2S/A spread NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2318 2458 1234	CLLDCh4R12S03.096	CLLD	Conversation	1946	mai.a	neg.ag	"ag,neg"
clldch4r10s04	50	934985	u mai tokt th e	umaitokte	3nsS/A NEG move NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2333 2458 1234	CLLDCh4R10S04.088	CLLD	Conversation	1858	u.mai	ag.neg	"ag,neg"
rana_pilgrim	51	1223703	mai u yokt a k e	maiuyoktake	1nsiP 3nsS/A disturb PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	1198 1201 586 1202 ROS38 1234	rana_pilgrim.087	adult	Narrative	24584	mai1P.u	pat.ag	"ag,pat"
